,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),Text_Clean,label,tokenized_review,tokenized_review,sent_bert_token_length,char_count
139,Reel,Anita G Mejia,18-04-2024,07:03:22,10,"Dios te bendiga mi presidente más lindo del mundo, eres increíble eres un ejemplo a seguir todo el pueblo te amamos y te decimos gracias  .",POS,POS,0.998855114,"God bless you, my most beautiful president in the world, you are incredible, you are an example to follow, all of us love you and we say thank you.",dios te bendiga mi presidente m s lindo del mundo  eres incre ble eres un ejemplo a seguir todo el pueblo te amamos y te decimos gracias   ,0,"Dios te bendiga mi presidente m á s lindo del mundo , eres incre í ble eres un ejemplo a seguir todo el pueblo te amamos y te decimos gracias .",31,46,139
140,Reel,Betzabe Coronel,18-04-2024,00:49:20,27,"Adelante presidente Bukele , Dios le bendiga desde venezuela le queremos y admiramos !",POS,POS,0.998801351,"Go ahead President Bukele, God bless you from Venezuela we love and admire you!",adelante presidente bukele   dios le bendiga desde venezuela le queremos y admiramos  ,0,"Adelante presidente Bukele , Dios le bendiga desde venezuela le queremos y admiramos !",14,27,86
141,Reel,Alex Clemente Triana,18-04-2024,07:56:59,28,"Felicidades a usted presidente, lo admiro por todo lo que está haciendo por El Salvador  lo sigo desde que asumió su primer mandato y he visto todo el cambio que ha dado su país para bien, que Dios ante todo te siga dando mucha fuerza y sabiduría, soy cubano , y en cuba se necesitarían unos cuantos Bukeles",POS,POS,0.998537421,"Congratulations to you president, I admire you for everything you are doing for El Salvador, I have followed you since you assumed your first term and I have seen all the changes that your country has made for the better, may God above all continue to give you a lot of strength and wisdom, I am Cuban, and in Cuba a few Bukeles would be needed",felicidades a usted presidente  lo admiro por todo lo que est  haciendo por el salvador  lo sigo desde que asumi  su primer mandato y he visto todo el cambio que ha dado su pa s para bien  que dios ante todo te siga dando mucha fuerza y sabidur a  soy cubano   y en cuba se necesitar an unos cuantos bukeles,0,"Felicidades a usted presidente , lo admiro por todo lo que est á haciendo por El Salvador lo sigo desde que asumi ó su primer mandato y he visto todo el cambio que ha dado su pa í s para bien , que Dios ante todo te siga dando mucha fuerza y sabidur í a , soy cubano , y en cuba se necesitar í an unos cuantos Bukeles",69,102,307
142,Reel,Yolanda Díaz,18-04-2024,01:18:43,7,El mejor ❤️‍,POS,POS,0.998675168,The best ❤️‍,el mejor ,0,El mejor ❤ ️ ‍,5,5,9
143,Reel,Mario Arteaga,18-04-2024,00:50:34,43,"Vivo en el exterior desde hace varios años. Antes cuando decía que soy Salvadoreño me preguntaban sobre las maras (Pandillas), ahora me preguntan sobre este caballero en el video. Gracias ",POS,NEU,0.998343349,"I have lived abroad for several years. Before when I said that I am Salvadoran they asked me about the maras (Gangs), now they ask me about this gentleman in the video. Thank you",vivo en el exterior desde hace varios a os  antes cuando dec a que soy salvadore o me preguntaban sobre las maras  pandillas   ahora me preguntan sobre este caballero en el video  gracias ,0,"Vivo en el exterior desde hace varios a ñ os . Antes cuando dec í a que soy Salvadore ñ o me preguntaban sobre las maras ( Pandillas ) , ahora me preguntan sobre este caballero en el video . Gracias",41,58,188
144,Reel,Silvia de Castellanos,18-04-2024,20:12:13,9,"No solamente es inteligente,  es Audaz y Decidido,y por supuesto bello, que trascendental cambio de El Salvador, Dios Bendiga su vida y la de su familia, sus bellas hijas y su amada y bella esposa. Un hombre  Completo.",POS,POS,0.998310208,"Not only is he intelligent, he is Bold and Determined, and of course beautiful, what a transcendental change in El Salvador, God Bless his life and that of his family, his beautiful daughters and his beloved and beautiful wife. A complete man.",no solamente es inteligente   es audaz y decidido y por supuesto bello  que trascendental cambio de el salvador  dios bendiga su vida y la de su familia  sus bellas hijas y su amada y bella esposa  un hombre  completo ,0,"No solamente es inteligente , es Audaz y Decidido , y por supuesto bello , que trascendental cambio de El Salvador , Dios Bendiga su vida y la de su familia , sus bellas hijas y su amada y bella esposa . Un hombre Completo .",46,75,218
145,Reel,Jeanneth Flores Espinoza,19-04-2024,13:33:16,0,El mejor presidente de la historia ❤️❤️,POS,POS,0.997746527,The best president in history ❤️❤️,el mejor presidente de la historia ,0,El mejor presidente de la historia ❤ ️ ❤ ️,10,10,35
146,Reel,Francisca Amaya,18-04-2024,00:57:52,9,Dios le de mucha sabiduría señor precidente se le quiere mucho mucho,POS,POS,0.996289015,"May God give you much wisdom, Mr. President, we love you very much.",dios le de mucha sabidur a se or precidente se le quiere mucho mucho,0,Dios le de mucha sabidur í a se ñ or precidente se le quiere mucho mucho,16,22,68
147,Reel,Noe Medrano,18-04-2024,01:22:53,0,Saludos señor presidente Nayib Bukele es un plaser ser Salvadoreño,POS,NEU,0.998527765,"Greetings Mr. President Nayib Bukele, it is a pleasure to be a Salvadoran.",saludos se or presidente nayib bukele es un plaser ser salvadore o,0,Saludos se ñ or presidente Nayib Bukele es un plaser ser Salvadore ñ o,14,20,66
148,Reel,Carlos Díaz,18-04-2024,00:53:50,7,"Allí es donde yo digo jefes a muchísimos,  líderes pocos, y este Man no es jefe.
Fácil de entender.",NEU,NEG,0.995870531,"That's where I call many bosses, few leaders, and this Man is not a boss.
Easy to understand.",all  es donde yo digo jefes a much simos   l deres pocos  y este man no es jefe  f cil de entender ,1,"All í es donde yo digo jefes a much í simos , l í deres pocos , y este Man no es jefe . 
 
 F á cil de entender .",30,37,99
149,Reel,Itzii Ziilveztr,20-04-2024,02:20:41,0,"Desde México reconocemos la enorme responsabilidad que usted Sr. Presidente ha tomado y que sabiamente ha   dirigido a su pueblo poniendo siempre a Dios de primero.
""Si se humillare mi pueblo sobre el cual mi nombre es invocado y oraren y buscaren mi rostro y se convirtieren de sus malos caminos; entonces yo oiré desde los cielos, y perdonaré sus pecados, y sanaré su tierra"" Crónicas 7:14 
Felicidades y que Dios siga siendo quien guíe su  gobierno !!",POS,POS,0.995525301,"From Mexico we recognize the enormous responsibility that you, Mr. President, have taken on and that you have wisely directed your people, always putting God first.
""If my people who are called by my name will humble themselves and pray and seek my face and turn from their evil ways, then I will hear from heaven and will forgive their sin and heal their land"" Chronicles 7:14
Congratulations and may God continue to guide your government!!",desde m xico reconocemos la enorme responsabilidad que usted sr  presidente ha tomado y que sabiamente ha   dirigido a su pueblo poniendo siempre a dios de primero   si se humillare mi pueblo sobre el cual mi nombre es invocado y oraren y buscaren mi rostro y se convirtieren de sus malos caminos  entonces yo oir  desde los cielos  y perdonar  sus pecados  y sanar  su tierra  cr nicas 7 14  felicidades y que dios siga siendo quien gu e su  gobierno   ,0,"Desde M é xico reconocemos la enorme responsabilidad que usted Sr . Presidente ha tomado y que sabiamente ha dirigido a su pueblo poniendo siempre a Dios de primero . 
 
 "" Si se humillare mi pueblo sobre el cual mi nombre es invocado y oraren y buscaren mi rostro y se convirtieren de sus malos caminos ; entonces yo oir é desde los cielos , y perdonar é sus pecados , y sanar é su tierra "" Cr ó nicas 7 : 14 
 
 Felicidades y que Dios siga siendo quien gu í e su gobierno ! !",97,159,454
150,Reel,Yuddy Morel,19-04-2024,12:04:40,0,Que Dios te cuide eres lo q el mundo  quieres ver; sigue para alante. Gracias,POS,POS,0.998601258,"May God take care of you, you are what the world wants to see; keep going forward. Thank you",que dios te cuide eres lo q el mundo  quieres ver  sigue para alante  gracias,0,Que Dios te cuide eres lo q el mundo quieres ver ; sigue para alante . Gracias,17,26,77
151,Reel,Yolanda Alfaro,18-04-2024,12:12:45,3,"Sr. Presidente el Señor Dios Todopoderoso siga derramando grandes bendiciones sobre su vida y familia, y le de sabiduría e inteligencia para poder Gobernar y Administrsr lo que Dios le ha dado a favor de ntro. Amado País El Salvador, y le de la guianza de su Santo Espíritu para tomar buenas decisiones a favor de todos nosotros los Salvadoreños.",POS,POS,0.994195044,"Mr. President, the Lord God Almighty continue to pour out great blessings on your life and family, and give you wisdom and intelligence to be able to Govern and Administer what God has given you in favor of us. Beloved Country El Salvador, and may I give you the guidance of your Holy Spirit to make good decisions in favor of all of us Salvadorans.",sr  presidente el se or dios todopoderoso siga derramando grandes bendiciones sobre su vida y familia  y le de sabidur a e inteligencia para poder gobernar y administrsr lo que dios le ha dado a favor de ntro  amado pa s el salvador  y le de la guianza de su santo esp ritu para tomar buenas decisiones a favor de todos nosotros los salvadore os ,0,"Sr . Presidente el Se ñ or Dios Todopoderoso siga derramando grandes bendiciones sobre su vida y familia , y le de sabidur í a e inteligencia para poder Gobernar y Administrsr lo que Dios le ha dado a favor de ntro . Amado Pa í s El Salvador , y le de la guianza de su Santo Esp í ritu para tomar buenas decisiones a favor de todos nosotros los Salvadore ñ os .",75,108,346
152,Reel,Paz Ponce Cubias,18-04-2024,13:39:48,0,Buenos dias señor presidente  Dios lo bendiga le escrivo  para desirle yo nesecito de su ayuda  soy  una persona sola de 76 año  y no puedo trvajar  tengo nervio ciatico  y se me ase dificil  gracias soy de la comunidad quiñones,POS,NEU,0.995513976,"Good morning, Mr. President, God bless you, I am writing to tell you that I need your help. I am a 76-year-old single person and I cannot work. I have a sciatic nerve and it is difficult for me. Thank you. I am from the Quiñones community.",buenos dias se or presidente  dios lo bendiga le escrivo  para desirle yo nesecito de su ayuda  soy  una persona sola de 76 a o  y no puedo trvajar  tengo nervio ciatico  y se me ase dificil  gracias soy de la comunidad qui ones,0,Buenos dias se ñ or presidente Dios lo bendiga le escrivo para desirle yo nesecito de su ayuda soy una persona sola de 76 a ñ o y no puedo trvajar tengo nervio ciatico y se me ase dificil gracias soy de la comunidad qui ñ ones,47,74,228
153,Reel,Fredy Espinoza García,18-04-2024,04:11:34,0,Gran hombre de Dios,NEU,POS,0.998063147,Great man of God,gran hombre de dios,1,Gran hombre de Dios,4,6,19
154,Reel,Rina Salguero,18-04-2024,01:53:37,4,Quiero decirle con respeto y aprecio. Que la República de El Salvador es un Estado como los Estados Unidos de América. Es un Estado como Jerusalén. Es porque las hermanas de pueblo Iglesia Profetica de halla y acá con nosotras amamos a Dios. Ellas acá me dan apoyo y yo a ellas. Los bendiga y guarde. Licda. Rina Margarita Salguero y Salguero. Aldea El Chiltepe sur. Jutiapa. Guatemala.,NEU,POS,0.799505055,I want to tell you with respect and appreciation. That the Republic of El Salvador is a State like the United States of America. It is a State like Jerusalem. It is because the sisters of the Prophetic Church town there and here with us love God. They here support me and I support them. Bless and keep them. Licda. Rina Margarita Salguero y Salguero. El Chiltepe South Village. Jutiapa. Guatemala.,quiero decirle con respeto y aprecio  que la rep blica de el salvador es un estado como los estados unidos de am rica  es un estado como jerusal n  es porque las hermanas de pueblo iglesia profetica de halla y ac  con nosotras amamos a dios  ellas ac  me dan apoyo y yo a ellas  los bendiga y guarde  licda  rina margarita salguero y salguero  aldea el chiltepe sur  jutiapa  guatemala ,1,Quiero decirle con respeto y aprecio . Que la Rep ú blica de El Salvador es un Estado como los Estados Unidos de Am é rica . Es un Estado como Jerusal é n . Es porque las hermanas de pueblo Iglesia Profetica de halla y ac á con nosotras amamos a Dios . Ellas ac á me dan apoyo y yo a ellas . Los bendiga y guarde . Licda . Rina Margarita Salguero y Salguero . Aldea El Chiltepe sur . Jutiapa . Guatemala .,87,128,386
155,Reel,Gloria Velarde,18-04-2024,00:54:25,3,Bendiciones Sr. Presidente BUKELE  desde  MÉXICO,POS,POS,0.936655104,Blessings Mr. President BUKELE from MEXICO,bendiciones sr  presidente bukele  desde  m xico,0,Bendiciones Sr . Presidente BUKELE desde M É XICO,9,13,48
156,Reel,Gladis Diaz,18-04-2024,01:50:12,0,El mejor ,POS,POS,0.998561442,The best,el mejor ,0,El mejor,2,4,9
157,Reel,Ferrufino Isabel,19-04-2024,07:09:45,0,Muchas felicidades señor presidente como quisiera que me alludar Ami a poder tener una casa donde pueda vivir Llo y mis familia pues se que de tanto trabajo que tienen que nise si va aver mi comentario creame que lla me canse de andar alquilando y q me saque cada rato de las casa que Dios me le siga dando muchos fuerzas y que Melo siga bendiciendo cuidese mucho bendiciones por todo sus logros y por todo los que viene,POS,POS,0.988304019,"Congratulations, Mr. President, how I would like you to help me, Ami, to be able to have a house where I and my family can live, because I know that because of so much work they have, I don't know if my comment is going to be seen, believe me, I'm tired of renting and that I get out every time. From the house, may God continue to give me a lot of strength and may Melo continue to bless, take good care of yourself, blessings for all your achievements and for all those who are coming.",muchas felicidades se or presidente como quisiera que me alludar ami a poder tener una casa donde pueda vivir llo y mis familia pues se que de tanto trabajo que tienen que nise si va aver mi comentario creame que lla me canse de andar alquilando y q me saque cada rato de las casa que dios me le siga dando muchos fuerzas y que melo siga bendiciendo cuidese mucho bendiciones por todo sus logros y por todo los que viene,0,Muchas felicidades se ñ or presidente como quisiera que me alludar Ami a poder tener una casa donde pueda vivir Llo y mis familia pues se que de tanto trabajo que tienen que nise si va aver mi comentario creame que lla me canse de andar alquilando y q me saque cada rato de las casa que Dios me le siga dando muchos fuerzas y que Melo siga bendiciendo cuidese mucho bendiciones por todo sus logros y por todo los que viene,82,138,420
158,Reel,Doris Cabrera,19-04-2024,11:51:25,0,Vale mucho un hombre que siembra y de Dios y las personas recoje agradecimiento un Precedente con Ejemplo que edifica su casa su país.,POS,POS,0.990622938,A man who sows and from God and people reaps gratitude for a Precedent with Example that builds his house and his country.,vale mucho un hombre que siembra y de dios y las personas recoje agradecimiento un precedente con ejemplo que edifica su casa su pa s ,0,Vale mucho un hombre que siembra y de Dios y las personas recoje agradecimiento un Precedente con Ejemplo que edifica su casa su pa í s .,27,43,134
159,Reel,Altagracia Encarnacion,18-04-2024,19:32:53,5,"Y yo desde Republica Dominicana le digo k nunca he sido política pero si usted fuese el el presidente de aki yo me lanzaría en cuerpo y alma a las calles hacer política por usted, jamás he visto un presidente tan bueno y respetable con su país como lo es usted desde aki le doy todas las bendiciones k dios le pueda dar, así como felicito a todos los salvadoreños, mil felicitaciones k dios lo bendiga Presidente Bukele,dios lo proteja siempre son mis más sinceros deseos de corazón, bendiciones para toda su familia.",POS,POS,0.973123729,"And from the Dominican Republic I tell you that I have never been a politician but if you were the president here I would throw myself body and soul into the streets to do politics for you, I have never seen a president as good and respectable to his country as he is. It is you from here I give you all the blessings that God can give you, just as I congratulate all Salvadorans, a thousand congratulations, God bless you President Bukele, God protect you always, these are my most sincere wishes from the bottom of my heart, blessings for your entire family.",y yo desde republica dominicana le digo k nunca he sido pol tica pero si usted fuese el el presidente de aki yo me lanzar a en cuerpo y alma a las calles hacer pol tica por usted  jam s he visto un presidente tan bueno y respetable con su pa s como lo es usted desde aki le doy todas las bendiciones k dios le pueda dar  as  como felicito a todos los salvadore os  mil felicitaciones k dios lo bendiga presidente bukele dios lo proteja siempre son mis m s sinceros deseos de coraz n  bendiciones para toda su familia ,0,"Y yo desde Republica Dominicana le digo k nunca he sido pol í tica pero si usted fuese el el presidente de aki yo me lanzar í a en cuerpo y alma a las calles hacer pol í tica por usted , jam á s he visto un presidente tan bueno y respetable con su pa í s como lo es usted desde aki le doy todas las bendiciones k dios le pueda dar , as í como felicito a todos los salvadore ñ os , mil felicitaciones k dios lo bendiga Presidente Bukele , dios lo proteja siempre son mis m á s sinceros deseos de coraz ó n , bendiciones para toda su familia .",117,167,517
160,Reel,Eliseo Moreno,18-04-2024,01:05:56,10,"Usted es un gran ser humano,Me lleno de mucha alegría al saber que el pueblo salvadoreño está viviendo una gran transformación y pasó de ser un pueblo inseguro a ser un lugar de mucha seguridad, reciba un saludo y fuerte abrazo es un orgullo ver cómo un gran líder esta al servicio del pueblo y para el pueblo, como mexicano le digo usted es bien venido a México.",POS,POS,0.998675048,"You are a great human being. I am filled with great joy to know that the Salvadoran people are experiencing a great transformation and went from being an insecure town to being a place of great security. Receive a greeting and a big hug. It is a pride to see how a A great leader is at the service of the people and for the people. As a Mexican, I tell you, you are welcome to Mexico.",usted es un gran ser humano me lleno de mucha alegr a al saber que el pueblo salvadore o est  viviendo una gran transformaci n y pas  de ser un pueblo inseguro a ser un lugar de mucha seguridad  reciba un saludo y fuerte abrazo es un orgullo ver c mo un gran l der esta al servicio del pueblo y para el pueblo  como mexicano le digo usted es bien venido a m xico ,0,"Usted es un gran ser humano , Me lleno de mucha alegr í a al saber que el pueblo salvadore ñ o est á viviendo una gran transformaci ó n y pas ó de ser un pueblo inseguro a ser un lugar de mucha seguridad , reciba un saludo y fuerte abrazo es un orgullo ver c ó mo un gran l í der esta al servicio del pueblo y para el pueblo , como mexicano le digo usted es bien venido a M é xico .",87,109,363
161,Reel,Félix Miguel García Pérez,18-04-2024,01:23:47,6,"Yo, desde siempre, lo he admirado. Vivo en Cuba, y me sorprende, y admiro, por todo lo que ha hecho por su país...por eso, no me canso de felicitarlo...",POS,POS,0.998452306,"I have always admired him. I live in Cuba, and I am surprised, and admire, for everything he has done for his country...for this reason, I never tire of congratulating him...",yo  desde siempre  lo he admirado  vivo en cuba  y me sorprende  y admiro  por todo lo que ha hecho por su pa s   por eso  no me canso de felicitarlo   ,0,"Yo , desde siempre , lo he admirado . Vivo en Cuba , y me sorprende , y admiro , por todo lo que ha hecho por su pa í s . . . por eso , no me canso de felicitarlo . . .",45,62,152
162,Reel,Gloria Tobar,18-04-2024,19:39:40,0,Adelante seeñor presidente dios le da la capasidad  de gobernar este  paiz y muchos mas bendisiones,POS,POS,0.998262703,"Go ahead, Mr. President, God gives you the ability to govern this country and many more blessings.",adelante see or presidente dios le da la capasidad  de gobernar este  paiz y muchos mas bendisiones,0,Adelante see ñ or presidente dios le da la capasidad de gobernar este paiz y muchos mas bendisiones,18,29,99
163,Reel,Carmen Amaya,19-04-2024,01:20:57,0,Felicidades Precidente Bukele por su esmero y su buen trabajó para mejorar nuestro país él Salvador. Díos lo Bendiga,POS,POS,0.998775899,"Congratulations President Bukele for your dedication and good work to improve our country, Salvador. God bless you",felicidades precidente bukele por su esmero y su buen trabaj  para mejorar nuestro pa s  l salvador  d os lo bendiga,0,Felicidades Precidente Bukele por su esmero y su buen trabaj ó para mejorar nuestro pa í s é l Salvador . D í os lo Bendiga,26,39,116
164,Reel,Jeny Morfin,18-04-2024,05:09:29,3,"Toda mi admiración, un presidente así necesitamos en mi bello país MÉXICO,  no que aquí abrazan al narcotrafico y no hay balazos, y sino les dicen acusenlos a sus abuelitas !",POS,POS,0.899716258,"All my admiration, we need a president like that in my beautiful country MEXICO, not that here they embrace drug trafficking and there are no gunshots, and if not they tell them, accuse their grandmothers!",toda mi admiraci n  un presidente as  necesitamos en mi bello pa s m xico   no que aqu  abrazan al narcotrafico y no hay balazos  y sino les dicen acusenlos a sus abuelitas  ,0,"Toda mi admiraci ó n , un presidente as í necesitamos en mi bello pa í s M É XICO , no que aqu í abrazan al narcotrafico y no hay balazos , y sino les dicen acusenlos a sus abuelitas !",42,59,174
165,Reel,Angeles Michel,18-04-2024,16:21:20,3,Gracias por acabar con todos esos pandilleros ahora si podemos caminar libres por la calle yo soy mexicana pero tengo muchos amigos salvadoreños lo felicito de corazón por todo su trabajo y esfuerzo Dios lo bendiga al fin el salvador es libre,POS,POS,0.925468683,Thank you for putting an end to all those gang members. Now we can walk free on the street. I am Mexican but I have many Salvadoran friends. I congratulate you from the bottom of my heart for all your work and effort. God bless you. At last the Salvador is free.,gracias por acabar con todos esos pandilleros ahora si podemos caminar libres por la calle yo soy mexicana pero tengo muchos amigos salvadore os lo felicito de coraz n por todo su trabajo y esfuerzo dios lo bendiga al fin el salvador es libre,0,Gracias por acabar con todos esos pandilleros ahora si podemos caminar libres por la calle yo soy mexicana pero tengo muchos amigos salvadore ñ os lo felicito de coraz ó n por todo su trabajo y esfuerzo Dios lo bendiga al fin el salvador es libre,46,76,242
166,Reel,Rdz Maribel,18-04-2024,00:49:43,5,"Gracias Mi Señor Presidente
Por existir y nacer en El Salvador
Lo amo y lo bendigo y pido proteccion para ud y su linda familia.",POS,POS,0.997287393,"Thank you my Lord President
For existing and being born in El Salvador
I love you and bless you and I ask for protection for you and your beautiful family.",gracias mi se or presidente por existir y nacer en el salvador lo amo y lo bendigo y pido proteccion para ud y su linda familia ,0,"Gracias Mi Se ñ or Presidente 
 
 Por existir y nacer en El Salvador 
 
 Lo amo y lo bendigo y pido proteccion para ud y su linda familia .",28,39,128
167,Reel,Dortys Antequera Vanegas,18-04-2024,00:57:22,6,soy de Colombia y quiero un NAYIB Bukele Gobernando mi país te abmiro y te quiero mucho Dios te bendiga,POS,POS,0.973742068,I am from Colombia and I want a NAYIB Bukele Governing my country I admire you and I love you very much God bless you,soy de colombia y quiero un nayib bukele gobernando mi pa s te abmiro y te quiero mucho dios te bendiga,0,soy de Colombia y quiero un NAYIB Bukele Gobernando mi pa í s te abmiro y te quiero mucho Dios te bendiga,22,34,103
168,Reel,Daniel Dos Santos,18-04-2024,00:49:14,7,Vamos Nayib Bukele saludos bendiciones desde Argentina,POS,POS,0.614695489,Let's go Nayib Bukele greetings blessings from Argentina,vamos nayib bukele saludos bendiciones desde argentina,0,Vamos Nayib Bukele saludos bendiciones desde Argentina,7,16,54
169,Reel,Jazmíne Paredes,18-04-2024,14:36:36,0,"Dios te siga bendiciendo hombre; siempre le seguiré pidiendo a Dios que Él siempre te guíe, respalde y guarde para que sigas haciendo cosas buenas en este pulgarcito, ya que te envió Él para nacer y fueras de bendición para nosotros ""El Salvador""",POS,POS,0.997864425,"God continue to bless you man; I will always continue to ask God that He always guide, support and keep you so that you continue doing good things in this little thumb, since He sent you to be born and you would be a blessing to us ""El Salvador""",dios te siga bendiciendo hombre  siempre le seguir  pidiendo a dios que  l siempre te gu e  respalde y guarde para que sigas haciendo cosas buenas en este pulgarcito  ya que te envi   l para nacer y fueras de bendici n para nosotros  el salvador ,0,"Dios te siga bendiciendo hombre ; siempre le seguir é pidiendo a Dios que É l siempre te gu í e , respalde y guarde para que sigas haciendo cosas buenas en este pulgarcito , ya que te envi ó É l para nacer y fueras de bendici ó n para nosotros "" El Salvador """,56,82,246
170,Reel,Cilia Lemus,18-04-2024,02:48:27,2,gue dios le proteja  y cuide de su inteligencia I gran ♥️ muchos lo saven adelante con la frente en alto,POS,POS,0.984855473,May God protect you and take care of your intelligence I great ♥️ many will know it forward with their heads held high,gue dios le proteja  y cuide de su inteligencia i gran  muchos lo saven adelante con la frente en alto,0,gue dios le proteja y cuide de su inteligencia I gran ♥ ️ muchos lo saven adelante con la frente en alto,22,33,102
171,Reel,Laura Chavarría Rodriguez,18-04-2024,01:01:21,5,"Muchísimaaas bendiciones Señor Presidente, queridos hermanos Pueblo Salvadoreño, un abrazo ",POS,NEU,0.686978161,"Many blessings Mr. President, dear brothers Salvadoran People, a hug",much simaaas bendiciones se or presidente  queridos hermanos pueblo salvadore o  un abrazo ,0,"Much í simaaas bendiciones Se ñ or Presidente , queridos hermanos Pueblo Salvadore ñ o , un abrazo",18,26,91
172,Reel,Matilde Martinez,18-04-2024,00:52:40,6,Saludos desde Cuba señor precidente Dios lo bendiga siempre y a su familia ,POS,NEU,0.600242019,Greetings from Cuba Mr. President God bless you and your family always,saludos desde cuba se or precidente dios lo bendiga siempre y a su familia ,0,Saludos desde Cuba se ñ or precidente Dios lo bendiga siempre y a su familia,15,25,75
173,Reel,Yackeline Chacon,18-04-2024,13:48:27,2,Dios te bendiga siempre presente bukele..y q el gran Dios todo poderoso dueño del cielo y la tierra le siga dando mucha sabiduría..,POS,POS,0.980444551,"God bless you always present Bukele... and may the great God, almighty owner of heaven and earth, continue to give you much wisdom..",dios te bendiga siempre presente bukele  y q el gran dios todo poderoso due o del cielo y la tierra le siga dando mucha sabidur a  ,0,Dios te bendiga siempre presente bukele . . y q el gran Dios todo poderoso due ñ o del cielo y la tierra le siga dando mucha sabidur í a . .,32,47,131
174,Reel,Argelia Rodriguez,18-04-2024,19:09:10,0,Muchas bendisiones migente linda gue dios derrame muchasproctesion migranpresidente guetengan unbendesido dia,POS,POS,0.994981468,Many blessings my beautiful people may God pour out many migrant procession president have a blessed day,muchas bendisiones migente linda gue dios derrame muchasproctesion migranpresidente guetengan unbendesido dia,0,Muchas bendisiones migente linda gue dios derrame muchasproctesion migranpresidente guetengan unbendesido dia,12,35,109
175,Reel,Cielo Estrella,18-04-2024,04:20:23,0,Reciba un fraternal saludo lleno de muchas bendiciones  admiracion por ser un gran ser humano lider su sencilles honestidad hacen de usted merecedor de mucho respeto por todo lo que ah logrado para el pais salvadoreño es un gran orgullo usted como presidente,POS,POS,0.990665674,"Receive a fraternal greeting full of many blessings, admiration for being a great human being, leader, your simple honesty makes you worthy of much respect for everything you have achieved for the Salvadoran country, it is a great source of pride for you as president.",reciba un fraternal saludo lleno de muchas bendiciones  admiracion por ser un gran ser humano lider su sencilles honestidad hacen de usted merecedor de mucho respeto por todo lo que ah logrado para el pais salvadore o es un gran orgullo usted como presidente,0,Reciba un fraternal saludo lleno de muchas bendiciones admiracion por ser un gran ser humano lider su sencilles honestidad hacen de usted merecedor de mucho respeto por todo lo que ah logrado para el pais salvadore ñ o es un gran orgullo usted como presidente,45,75,258
176,Reel,Sonia Berdugo,18-04-2024,02:02:22,2,"Orgullosamente Salvadoreña al tener un Presidente  que muchos países quisieran que fuera su líder y lograr todos los cambios que él está haciendo para liberarnos de las pandillas, parar narco traficantes que por años han causado que el mundo entero esté arruinando sus vidas en las drogas! Que su entrar y salir sea bendecido todos los días !  Gracias por ser un esposo, padre e hijo abnegado y fiel!  GRACIAS ",POS,POS,0.997924924,"Proudly Salvadoran to have a President that many countries would like to be their leader and achieve all the changes that he is making to free us from gangs, stop drug traffickers who for years have caused the entire world to ruin their lives on drugs! May your coming and going be blessed every day! Thank you for being a selfless and faithful husband, father and son! THANK YOU",orgullosamente salvadore a al tener un presidente  que muchos pa ses quisieran que fuera su l der y lograr todos los cambios que  l est  haciendo para liberarnos de las pandillas  parar narco traficantes que por a os han causado que el mundo entero est  arruinando sus vidas en las drogas  que su entrar y salir sea bendecido todos los d as    gracias por ser un esposo  padre e hijo abnegado y fiel   gracias ,0,"Orgullosamente Salvadore ñ a al tener un Presidente que muchos pa í ses quisieran que fuera su l í der y lograr todos los cambios que é l est á haciendo para liberarnos de las pandillas , parar narco traficantes que por a ñ os han causado que el mundo entero est é arruinando sus vidas en las drogas ! Que su entrar y salir sea bendecido todos los d í as ! Gracias por ser un esposo , padre e hijo abnegado y fiel ! GRACIAS",87,133,410
177,Reel,Marcia De Penado,18-04-2024,19:26:48,0,Bien guapo que Dios lo bendiga y asu esposa q también es linda,POS,POS,0.998656988,"Very handsome, God bless him and his wife who is also pretty.",bien guapo que dios lo bendiga y asu esposa q tambi n es linda,0,Bien guapo que Dios lo bendiga y asu esposa q tambi é n es linda,15,22,62
178,Reel,Berta de Valle,18-04-2024,01:34:38,0,Bendiciones que Dios le de sabiduría para que siga guiando nuestro país como lo a hecho hasta ahora Dios lo proteja siempre y familia,POS,POS,0.973166108,"Blessings, may God give you wisdom to continue guiding our country as you have done until now. May God always protect you and your family.",bendiciones que dios le de sabidur a para que siga guiando nuestro pa s como lo a hecho hasta ahora dios lo proteja siempre y familia,0,Bendiciones que Dios le de sabidur í a para que siga guiando nuestro pa í s como lo a hecho hasta ahora Dios lo proteja siempre y familia,28,44,133
