,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),processed_text,sentiment_numeric,tokenized_review,Text_Clean
130,Astronaut Post,Lore Marin Bucio,13-04-2024,04:50:27,0,Dios bendiga al Salvador Dios eterno bendicenos como a ellos,POS,NEU,0.546929896,God bless the Savior Eternal God bless us as they do,dio bendig salvador dios etern bendicen,0,Dios bendiga al Salvador Dios eterno bendicenos como a ellos,dios bendiga al salvador dios eterno bendicenos como a ellos
131,Astronaut Post,Eduardo Orozco,14-04-2024,22:52:27,0,"Una  ralla más al tigre ,vien por mis hermanos Salvadoreños viva Nayip Bukele ☮️",POS,NEU,0.938253045,"One more scratch to the tiger, they come for my Salvadoran brothers long live Nayip Bukele ☮️",rall tigr vien herman salvadoreñ viv nayip bukel,0,"Una ralla m á s al tigre , vien por mis hermanos Salvadore ñ os viva Nayip Bukele ☮ ️",una  ralla m s al tigre  vien por mis hermanos salvadore os viva nayip bukele 
132,Astronaut Post,Maria C. Phillips,14-04-2024,17:59:08,0,"Que gran bendición dos mentes brillantes trabajando con un solo objetivo El Renacer de un nuevo El Salvador 
Dios a bendecido estos hombres para su servicio con tanta humildad y sabiduría                         ",POS,POS,0.998504043,"What a great blessing, two brilliant minds working with a single objective. The Rebirth of a new El Salvador.
God has blessed these men for his service with so much humility and wisdom.",gran bendicion dos ment brillant trabaj sol objet renac nuev salvador dios bendec hombr servici tant humild sabidu,0,"Que gran bendici ó n dos mentes brillantes trabajando con un solo objetivo El Renacer de un nuevo El Salvador  
 Dios a bendecido estos hombres para su servicio con tanta humildad y sabidur í a",que gran bendici n dos mentes brillantes trabajando con un solo objetivo el renacer de un nuevo el salvador  dios a bendecido estos hombres para su servicio con tanta humildad y sabidur a                         
133,Astronaut Post,Froilan Estevez,14-04-2024,04:15:13,2,Claudia Orellana y piloto,NEU,NEU,0.995917261,Claudia Orellana and pilot,claudi orellan pilot,1,Claudia Orellana y piloto,claudia orellana y piloto
134,Astronaut Post,Thelma Trejo,13-04-2024,04:37:42,1,Emelina Bonilla,NEU,NEU,0.989542246,Emelina Bonilla,emelin bonill,1,Emelina Bonilla,emelina bonilla
135,Astronaut Post,Dinorah Varela-Zeballos,13-04-2024,03:49:51,5,Emelina Bonilla finalmente veo un comentario objetivo ,NEU,NEU,0.995761812,Emelina Bonilla I finally see an objective comment,emelin bonill final ver comentari objet,1,Emelina Bonilla finalmente veo un comentario objetivo,emelina bonilla finalmente veo un comentario objetivo 
136,Astronaut Post,Ernesto Eli Hen,13-04-2024,08:39:44,1,Iluminada Ramos Garcia Saludos a nuestros hermanos Cubanos ,NEU,NEU,0.940396011,Enlightened Ramos Garcia Greetings to our Cuban brothers,ilumin ram tu garci salud herman cuban,1,Iluminada Ramos Garcia Saludos a nuestros hermanos Cubanos,iluminada ramos garcia saludos a nuestros hermanos cubanos 
137,Reel,Rabino Yosef Garmon - יוסף גרמון,18-04-2024,00:48:17,63,Que Dios bendiga a ,NEU,POS,0.715866625,May God bless,dio bendig,1,Que Dios bendiga a,que dios bendiga a 
138,Reel,Marie Rivera,18-04-2024,01:02:10,26,Dios bendiga y proteja siempre a nuestro querido presidente.,POS,POS,0.990135968,God bless and protect our beloved president always.,dio bendig protej siempr quer president,0,Dios bendiga y proteja siempre a nuestro querido presidente .,dios bendiga y proteja siempre a nuestro querido presidente 
139,Reel,Anita G Mejia,18-04-2024,07:03:22,10,"Dios te bendiga mi presidente más lindo del mundo, eres increíble eres un ejemplo a seguir todo el pueblo te amamos y te decimos gracias  .",POS,POS,0.998855114,"God bless you, my most beautiful president in the world, you are incredible, you are an example to follow, all of us love you and we say thank you.",dio bendig president lind mund increibl ejempl segu puebl amar dec graci,0,"Dios te bendiga mi presidente m á s lindo del mundo , eres incre í ble eres un ejemplo a seguir todo el pueblo te amamos y te decimos gracias .",dios te bendiga mi presidente m s lindo del mundo  eres incre ble eres un ejemplo a seguir todo el pueblo te amamos y te decimos gracias   
140,Reel,Betzabe Coronel,18-04-2024,00:49:20,27,"Adelante presidente Bukele , Dios le bendiga desde venezuela le queremos y admiramos !",POS,POS,0.998801351,"Go ahead President Bukele, God bless you from Venezuela we love and admire you!",adel president bukel dios bendig venezuel quer admir,0,"Adelante presidente Bukele , Dios le bendiga desde venezuela le queremos y admiramos !",adelante presidente bukele   dios le bendiga desde venezuela le queremos y admiramos  
141,Reel,Alex Clemente Triana,18-04-2024,07:56:59,28,"Felicidades a usted presidente, lo admiro por todo lo que está haciendo por El Salvador  lo sigo desde que asumió su primer mandato y he visto todo el cambio que ha dado su país para bien, que Dios ante todo te siga dando mucha fuerza y sabiduría, soy cubano , y en cuba se necesitarían unos cuantos Bukeles",POS,POS,0.998537421,"Congratulations to you president, I admire you for everything you are doing for El Salvador, I have followed you since you assumed your first term and I have seen all the changes that your country has made for the better, may God above all continue to give you a lot of strength and wisdom, I am Cuban, and in Cuba a few Bukeles would be needed",felic usted president admir hac salvador sig asum primer mandat vist cambi dad pais bien dio segu dar much fuerz sabidur cuban cub necesit cuant bukel,0,"Felicidades a usted presidente , lo admiro por todo lo que est á haciendo por El Salvador lo sigo desde que asumi ó su primer mandato y he visto todo el cambio que ha dado su pa í s para bien , que Dios ante todo te siga dando mucha fuerza y sabidur í a , soy cubano , y en cuba se necesitar í an unos cuantos Bukeles",felicidades a usted presidente  lo admiro por todo lo que est  haciendo por el salvador  lo sigo desde que asumi  su primer mandato y he visto todo el cambio que ha dado su pa s para bien  que dios ante todo te siga dando mucha fuerza y sabidur a  soy cubano   y en cuba se necesitar an unos cuantos bukeles
142,Reel,Yolanda Díaz,18-04-2024,01:18:43,7,El mejor ❤️‍,POS,POS,0.998675168,The best ❤️‍,mejor,0,El mejor ❤ ️ ‍,el mejor 
143,Reel,Mario Arteaga,18-04-2024,00:50:34,43,"Vivo en el exterior desde hace varios años. Antes cuando decía que soy Salvadoreño me preguntaban sobre las maras (Pandillas), ahora me preguntan sobre este caballero en el video. Gracias ",POS,NEU,0.998343349,"I have lived abroad for several years. Before when I said that I am Salvadoran they asked me about the maras (Gangs), now they ask me about this gentleman in the video. Thank you",viv exterior hac vari año dec salvadoreñ pregunt mar pandill ahor pregunt caballer vide graci,0,"Vivo en el exterior desde hace varios a ñ os . Antes cuando dec í a que soy Salvadore ñ o me preguntaban sobre las maras ( Pandillas ) , ahora me preguntan sobre este caballero en el video . Gracias",vivo en el exterior desde hace varios a os  antes cuando dec a que soy salvadore o me preguntaban sobre las maras  pandillas   ahora me preguntan sobre este caballero en el video  gracias 
144,Reel,Silvia de Castellanos,18-04-2024,20:12:13,9,"No solamente es inteligente,  es Audaz y Decidido,y por supuesto bello, que trascendental cambio de El Salvador, Dios Bendiga su vida y la de su familia, sus bellas hijas y su amada y bella esposa. Un hombre  Completo.",POS,POS,0.998310208,"Not only is he intelligent, he is Bold and Determined, and of course beautiful, what a transcendental change in El Salvador, God Bless his life and that of his family, his beautiful daughters and his beloved and beautiful wife. A complete man.",sol inteligent audaz decid supuest bell trascendental cambi salvador dios bendig vid famili bell hij amad bell espos hombr complet,0,"No solamente es inteligente , es Audaz y Decidido , y por supuesto bello , que trascendental cambio de El Salvador , Dios Bendiga su vida y la de su familia , sus bellas hijas y su amada y bella esposa . Un hombre Completo .",no solamente es inteligente   es audaz y decidido y por supuesto bello  que trascendental cambio de el salvador  dios bendiga su vida y la de su familia  sus bellas hijas y su amada y bella esposa  un hombre  completo 
145,Reel,Jeanneth Flores Espinoza,19-04-2024,13:33:16,0,El mejor presidente de la historia ❤️❤️,POS,POS,0.997746527,The best president in history ❤️❤️,mejor president histori,0,El mejor presidente de la historia ❤ ️ ❤ ️,el mejor presidente de la historia 
146,Reel,Francisca Amaya,18-04-2024,00:57:52,9,Dios le de mucha sabiduría señor precidente se le quiere mucho mucho,POS,POS,0.996289015,"May God give you much wisdom, Mr. President, we love you very much.",dio much sabidu señor precident quer,0,Dios le de mucha sabidur í a se ñ or precidente se le quiere mucho mucho,dios le de mucha sabidur a se or precidente se le quiere mucho mucho
147,Reel,Noe Medrano,18-04-2024,01:22:53,0,Saludos señor presidente Nayib Bukele es un plaser ser Salvadoreño,POS,NEU,0.998527765,"Greetings Mr. President Nayib Bukele, it is a pleasure to be a Salvadoran.",salud señor president nayib bukel plas ser salvadoreñ,0,Saludos se ñ or presidente Nayib Bukele es un plaser ser Salvadore ñ o,saludos se or presidente nayib bukele es un plaser ser salvadore o
148,Reel,Carlos Díaz,18-04-2024,00:53:50,7,"Allí es donde yo digo jefes a muchísimos,  líderes pocos, y este Man no es jefe.
Fácil de entender.",NEU,NEG,0.995870531,"That's where I call many bosses, few leaders, and this Man is not a boss.
Easy to understand.",alli dec jef muchis lid poc man jef facil entend,1,"All í es donde yo digo jefes a much í simos , l í deres pocos , y este Man no es jefe .  
 F á cil de entender .",all  es donde yo digo jefes a much simos   l deres pocos  y este man no es jefe  f cil de entender 
149,Reel,Itzii Ziilveztr,20-04-2024,02:20:41,0,"Desde México reconocemos la enorme responsabilidad que usted Sr. Presidente ha tomado y que sabiamente ha   dirigido a su pueblo poniendo siempre a Dios de primero.
""Si se humillare mi pueblo sobre el cual mi nombre es invocado y oraren y buscaren mi rostro y se convirtieren de sus malos caminos; entonces yo oiré desde los cielos, y perdonaré sus pecados, y sanaré su tierra"" Crónicas 7:14 
Felicidades y que Dios siga siendo quien guíe su  gobierno !!",POS,POS,0.995525301,"From Mexico we recognize the enormous responsibility that you, Mr. President, have taken on and that you have wisely directed your people, always putting God first.
""If my people who are called by my name will humble themselves and pray and seek my face and turn from their evil ways, then I will hear from heaven and will forgive their sin and heal their land"" Chronicles 7:14
Congratulations and may God continue to guide your government!!",mexic reconoc enorm respons usted sr president tom sabi dirig puebl pon siempr dio primer si humillar pobl nombr invoc orar buscar rostr convirtier mal camin entonc oier ciel perdon pec san tierr cronic 7 14 felic dio segu ser gui gobiern,0,"Desde M é xico reconocemos la enorme responsabilidad que usted Sr . Presidente ha tomado y que sabiamente ha dirigido a su pueblo poniendo siempre a Dios de primero .  
 "" Si se humillare mi pueblo sobre el cual mi nombre es invocado y oraren y buscaren mi rostro y se convirtieren de sus malos caminos ; entonces yo oir é desde los cielos , y perdonar é sus pecados , y sanar é su tierra "" Cr ó nicas 7 : 14  
 Felicidades y que Dios siga siendo quien gu í e su gobierno ! !",desde m xico reconocemos la enorme responsabilidad que usted sr  presidente ha tomado y que sabiamente ha   dirigido a su pueblo poniendo siempre a dios de primero   si se humillare mi pueblo sobre el cual mi nombre es invocado y oraren y buscaren mi rostro y se convirtieren de sus malos caminos  entonces yo oir  desde los cielos  y perdonar  sus pecados  y sanar  su tierra  cr nicas 7 14  felicidades y que dios siga siendo quien gu e su  gobierno   
150,Reel,Yuddy Morel,19-04-2024,12:04:40,0,Que Dios te cuide eres lo q el mundo  quieres ver; sigue para alante. Gracias,POS,POS,0.998601258,"May God take care of you, you are what the world wants to see; keep going forward. Thank you",dio cuid q mund quier ver segu alant graci,0,Que Dios te cuide eres lo q el mundo quieres ver ; sigue para alante . Gracias,que dios te cuide eres lo q el mundo  quieres ver  sigue para alante  gracias
151,Reel,Yolanda Alfaro,18-04-2024,12:12:45,3,"Sr. Presidente el Señor Dios Todopoderoso siga derramando grandes bendiciones sobre su vida y familia, y le de sabiduría e inteligencia para poder Gobernar y Administrsr lo que Dios le ha dado a favor de ntro. Amado País El Salvador, y le de la guianza de su Santo Espíritu para tomar buenas decisiones a favor de todos nosotros los Salvadoreños.",POS,POS,0.994195044,"Mr. President, the Lord God Almighty continue to pour out great blessings on your life and family, and give you wisdom and intelligence to be able to Govern and Administer what God has given you in favor of us. Beloved Country El Salvador, and may I give you the guidance of your Holy Spirit to make good decisions in favor of all of us Salvadorans.",sr president señor dio todopoder segu derram grand bendicion vid famili sabidu inteligent pod gobern administrsr dio dad favor ntro amad pais salvador guianz sant espiritu tom buen decision favor salvadoreñ,0,"Sr . Presidente el Se ñ or Dios Todopoderoso siga derramando grandes bendiciones sobre su vida y familia , y le de sabidur í a e inteligencia para poder Gobernar y Administrsr lo que Dios le ha dado a favor de ntro . Amado Pa í s El Salvador , y le de la guianza de su Santo Esp í ritu para tomar buenas decisiones a favor de todos nosotros los Salvadore ñ os .",sr  presidente el se or dios todopoderoso siga derramando grandes bendiciones sobre su vida y familia  y le de sabidur a e inteligencia para poder gobernar y administrsr lo que dios le ha dado a favor de ntro  amado pa s el salvador  y le de la guianza de su santo esp ritu para tomar buenas decisiones a favor de todos nosotros los salvadore os 
152,Reel,Paz Ponce Cubias,18-04-2024,13:39:48,0,Buenos dias señor presidente  Dios lo bendiga le escrivo  para desirle yo nesecito de su ayuda  soy  una persona sola de 76 año  y no puedo trvajar  tengo nervio ciatico  y se me ase dificil  gracias soy de la comunidad quiñones,POS,NEU,0.995513976,"Good morning, Mr. President, God bless you, I am writing to tell you that I need your help. I am a 76-year-old single person and I cannot work. I have a sciatic nerve and it is difficult for me. Thank you. I am from the Quiñones community.",buen dia señor president dios bendig escriv desir el nesecit ayud person sol 76 año pod trvaj nervi ciatic ar dificil graci comun quiñon,0,Buenos dias se ñ or presidente Dios lo bendiga le escrivo para desirle yo nesecito de su ayuda soy una persona sola de 76 a ñ o y no puedo trvajar tengo nervio ciatico y se me ase dificil gracias soy de la comunidad qui ñ ones,buenos dias se or presidente  dios lo bendiga le escrivo  para desirle yo nesecito de su ayuda  soy  una persona sola de 76 a o  y no puedo trvajar  tengo nervio ciatico  y se me ase dificil  gracias soy de la comunidad qui ones
153,Reel,Fredy Espinoza García,18-04-2024,04:11:34,0,Gran hombre de Dios,NEU,POS,0.998063147,Great man of God,gran hombr dio,1,Gran hombre de Dios,gran hombre de dios
154,Reel,Rina Salguero,18-04-2024,01:53:37,4,Quiero decirle con respeto y aprecio. Que la República de El Salvador es un Estado como los Estados Unidos de América. Es un Estado como Jerusalén. Es porque las hermanas de pueblo Iglesia Profetica de halla y acá con nosotras amamos a Dios. Ellas acá me dan apoyo y yo a ellas. Los bendiga y guarde. Licda. Rina Margarita Salguero y Salguero. Aldea El Chiltepe sur. Jutiapa. Guatemala.,NEU,POS,0.799505055,I want to tell you with respect and appreciation. That the Republic of El Salvador is a State like the United States of America. It is a State like Jerusalem. It is because the sisters of the Prophetic Church town there and here with us love God. They here support me and I support them. Bless and keep them. Licda. Rina Margarita Salguero y Salguero. El Chiltepe South Village. Jutiapa. Guatemala.,quer decir el respet apreci republ salvador unid amer jerusalen herman puebl iglesi profet hall aca amar dio aca dar apoy bendig guard licd rin margarit salguer salguer alde chiltep sur jutiap guatemal,1,Quiero decirle con respeto y aprecio . Que la Rep ú blica de El Salvador es un Estado como los Estados Unidos de Am é rica . Es un Estado como Jerusal é n . Es porque las hermanas de pueblo Iglesia Profetica de halla y ac á con nosotras amamos a Dios . Ellas ac á me dan apoyo y yo a ellas . Los bendiga y guarde . Licda . Rina Margarita Salguero y Salguero . Aldea El Chiltepe sur . Jutiapa . Guatemala .,quiero decirle con respeto y aprecio  que la rep blica de el salvador es un estado como los estados unidos de am rica  es un estado como jerusal n  es porque las hermanas de pueblo iglesia profetica de halla y ac  con nosotras amamos a dios  ellas ac  me dan apoyo y yo a ellas  los bendiga y guarde  licda  rina margarita salguero y salguero  aldea el chiltepe sur  jutiapa  guatemala 
155,Reel,Gloria Velarde,18-04-2024,00:54:25,3,Bendiciones Sr. Presidente BUKELE  desde  MÉXICO,POS,POS,0.936655104,Blessings Mr. President BUKELE from MEXICO,bendicion sr president bukel mexic,0,Bendiciones Sr . Presidente BUKELE desde M É XICO,bendiciones sr  presidente bukele  desde  m xico
156,Reel,Gladis Diaz,18-04-2024,01:50:12,0,El mejor ,POS,POS,0.998561442,The best,mejor,0,El mejor,el mejor 
157,Reel,Ferrufino Isabel,19-04-2024,07:09:45,0,Muchas felicidades señor presidente como quisiera que me alludar Ami a poder tener una casa donde pueda vivir Llo y mis familia pues se que de tanto trabajo que tienen que nise si va aver mi comentario creame que lla me canse de andar alquilando y q me saque cada rato de las casa que Dios me le siga dando muchos fuerzas y que Melo siga bendiciendo cuidese mucho bendiciones por todo sus logros y por todo los que viene,POS,POS,0.988304019,"Congratulations, Mr. President, how I would like you to help me, Ami, to be able to have a house where I and my family can live, because I know that because of so much work they have, I don't know if my comment is going to be seen, believe me, I'm tired of renting and that I get out every time. From the house, may God continue to give me a lot of strength and may Melo continue to bless, take good care of yourself, blessings for all your achievements and for all those who are coming.",much felic señor president quer allud ami pod ten cas pod viv llo famili pues trabaj nis si ir aver comentari cream lla cans andar alquil q sac cad rat cas dio segu dar fuerz mel segu bendec cuides bendicion logr ven,0,Muchas felicidades se ñ or presidente como quisiera que me alludar Ami a poder tener una casa donde pueda vivir Llo y mis familia pues se que de tanto trabajo que tienen que nise si va aver mi comentario creame que lla me canse de andar alquilando y q me saque cada rato de las casa que Dios me le siga dando muchos fuerzas y que Melo siga bendiciendo cuidese mucho bendiciones por todo sus logros y por todo los que viene,muchas felicidades se or presidente como quisiera que me alludar ami a poder tener una casa donde pueda vivir llo y mis familia pues se que de tanto trabajo que tienen que nise si va aver mi comentario creame que lla me canse de andar alquilando y q me saque cada rato de las casa que dios me le siga dando muchos fuerzas y que melo siga bendiciendo cuidese mucho bendiciones por todo sus logros y por todo los que viene
158,Reel,Doris Cabrera,19-04-2024,11:51:25,0,Vale mucho un hombre que siembra y de Dios y las personas recoje agradecimiento un Precedente con Ejemplo que edifica su casa su país.,POS,POS,0.990622938,A man who sows and from God and people reaps gratitude for a Precedent with Example that builds his house and his country.,val hombr sembr dio person recoj agradec precedent ejempl edif cas pais,0,Vale mucho un hombre que siembra y de Dios y las personas recoje agradecimiento un Precedente con Ejemplo que edifica su casa su pa í s .,vale mucho un hombre que siembra y de dios y las personas recoje agradecimiento un precedente con ejemplo que edifica su casa su pa s 
159,Reel,Altagracia Encarnacion,18-04-2024,19:32:53,5,"Y yo desde Republica Dominicana le digo k nunca he sido política pero si usted fuese el el presidente de aki yo me lanzaría en cuerpo y alma a las calles hacer política por usted, jamás he visto un presidente tan bueno y respetable con su país como lo es usted desde aki le doy todas las bendiciones k dios le pueda dar, así como felicito a todos los salvadoreños, mil felicitaciones k dios lo bendiga Presidente Bukele,dios lo proteja siempre son mis más sinceros deseos de corazón, bendiciones para toda su familia.",POS,POS,0.973123729,"And from the Dominican Republic I tell you that I have never been a politician but if you were the president here I would throw myself body and soul into the streets to do politics for you, I have never seen a president as good and respectable to his country as he is. It is you from here I give you all the blessings that God can give you, just as I congratulate all Salvadorans, a thousand congratulations, God bless you President Bukele, God protect you always, these are my most sincere wishes from the bottom of my heart, blessings for your entire family.",republ dominican dec k nunc ser polit si usted president aki lanz cuerp alma call hac polit usted jamas vist president tant buen respet pais usted aki dar tod bendicion k dio pod dar asi felicit salvadoreñ mil felicit k dios bendig president bukel dios protej siempr sincer dese corazon bendicion tod famili,0,"Y yo desde Republica Dominicana le digo k nunca he sido pol í tica pero si usted fuese el el presidente de aki yo me lanzar í a en cuerpo y alma a las calles hacer pol í tica por usted , jam á s he visto un presidente tan bueno y respetable con su pa í s como lo es usted desde aki le doy todas las bendiciones k dios le pueda dar , as í como felicito a todos los salvadore ñ os , mil felicitaciones k dios lo bendiga Presidente Bukele , dios lo proteja siempre son mis m á s sinceros deseos de coraz ó n , bendiciones para toda su familia .",y yo desde republica dominicana le digo k nunca he sido pol tica pero si usted fuese el el presidente de aki yo me lanzar a en cuerpo y alma a las calles hacer pol tica por usted  jam s he visto un presidente tan bueno y respetable con su pa s como lo es usted desde aki le doy todas las bendiciones k dios le pueda dar  as  como felicito a todos los salvadore os  mil felicitaciones k dios lo bendiga presidente bukele dios lo proteja siempre son mis m s sinceros deseos de coraz n  bendiciones para toda su familia 
160,Reel,Eliseo Moreno,18-04-2024,01:05:56,10,"Usted es un gran ser humano,Me lleno de mucha alegría al saber que el pueblo salvadoreño está viviendo una gran transformación y pasó de ser un pueblo inseguro a ser un lugar de mucha seguridad, reciba un saludo y fuerte abrazo es un orgullo ver cómo un gran líder esta al servicio del pueblo y para el pueblo, como mexicano le digo usted es bien venido a México.",POS,POS,0.998675048,"You are a great human being. I am filled with great joy to know that the Salvadoran people are experiencing a great transformation and went from being an insecure town to being a place of great security. Receive a greeting and a big hug. It is a pride to see how a A great leader is at the service of the people and for the people. As a Mexican, I tell you, you are welcome to Mexico.",usted gran ser human llen much alegr sab puebl salvadoreñ viv gran transform pas ser puebl insegur ser lug much segur recib salud fuert abraz orgull ver com gran lid servici puebl puebl mexican dec usted bien ven mexic,0,"Usted es un gran ser humano , Me lleno de mucha alegr í a al saber que el pueblo salvadore ñ o est á viviendo una gran transformaci ó n y pas ó de ser un pueblo inseguro a ser un lugar de mucha seguridad , reciba un saludo y fuerte abrazo es un orgullo ver c ó mo un gran l í der esta al servicio del pueblo y para el pueblo , como mexicano le digo usted es bien venido a M é xico .",usted es un gran ser humano me lleno de mucha alegr a al saber que el pueblo salvadore o est  viviendo una gran transformaci n y pas  de ser un pueblo inseguro a ser un lugar de mucha seguridad  reciba un saludo y fuerte abrazo es un orgullo ver c mo un gran l der esta al servicio del pueblo y para el pueblo  como mexicano le digo usted es bien venido a m xico 
161,Reel,Félix Miguel García Pérez,18-04-2024,01:23:47,6,"Yo, desde siempre, lo he admirado. Vivo en Cuba, y me sorprende, y admiro, por todo lo que ha hecho por su país...por eso, no me canso de felicitarlo...",POS,POS,0.998452306,"I have always admired him. I live in Cuba, and I am surprised, and admire, for everything he has done for his country...for this reason, I never tire of congratulating him...",siempr admir viv cub sorprend admir hech pais cans felicitar el,0,"Yo , desde siempre , lo he admirado . Vivo en Cuba , y me sorprende , y admiro , por todo lo que ha hecho por su pa í s . . . por eso , no me canso de felicitarlo . . .",yo  desde siempre  lo he admirado  vivo en cuba  y me sorprende  y admiro  por todo lo que ha hecho por su pa s   por eso  no me canso de felicitarlo   
162,Reel,Gloria Tobar,18-04-2024,19:39:40,0,Adelante seeñor presidente dios le da la capasidad  de gobernar este  paiz y muchos mas bendisiones,POS,POS,0.998262703,"Go ahead, Mr. President, God gives you the ability to govern this country and many more blessings.",adel seeñor president dio dar capas gobern paiz mas bendision,0,Adelante see ñ or presidente dios le da la capasidad de gobernar este paiz y muchos mas bendisiones,adelante see or presidente dios le da la capasidad  de gobernar este  paiz y muchos mas bendisiones
163,Reel,Carmen Amaya,19-04-2024,01:20:57,0,Felicidades Precidente Bukele por su esmero y su buen trabajó para mejorar nuestro país él Salvador. Díos lo Bendiga,POS,POS,0.998775899,"Congratulations President Bukele for your dedication and good work to improve our country, Salvador. God bless you",felic precident bukel esmer buen trabaj mejor pais salvador dios bendig,0,Felicidades Precidente Bukele por su esmero y su buen trabaj ó para mejorar nuestro pa í s é l Salvador . D í os lo Bendiga,felicidades precidente bukele por su esmero y su buen trabaj  para mejorar nuestro pa s  l salvador  d os lo bendiga
164,Reel,Jeny Morfin,18-04-2024,05:09:29,3,"Toda mi admiración, un presidente así necesitamos en mi bello país MÉXICO,  no que aquí abrazan al narcotrafico y no hay balazos, y sino les dicen acusenlos a sus abuelitas !",POS,POS,0.899716258,"All my admiration, we need a president like that in my beautiful country MEXICO, not that here they embrace drug trafficking and there are no gunshots, and if not they tell them, accuse their grandmothers!",tod admir president asi necesit bell pais mexic aqu abraz narcotraf balaz sin dec acusenl abuelit,0,"Toda mi admiraci ó n , un presidente as í necesitamos en mi bello pa í s M É XICO , no que aqu í abrazan al narcotrafico y no hay balazos , y sino les dicen acusenlos a sus abuelitas !",toda mi admiraci n  un presidente as  necesitamos en mi bello pa s m xico   no que aqu  abrazan al narcotrafico y no hay balazos  y sino les dicen acusenlos a sus abuelitas  
165,Reel,Angeles Michel,18-04-2024,16:21:20,3,Gracias por acabar con todos esos pandilleros ahora si podemos caminar libres por la calle yo soy mexicana pero tengo muchos amigos salvadoreños lo felicito de corazón por todo su trabajo y esfuerzo Dios lo bendiga al fin el salvador es libre,POS,POS,0.925468683,Thank you for putting an end to all those gang members. Now we can walk free on the street. I am Mexican but I have many Salvadoran friends. I congratulate you from the bottom of my heart for all your work and effort. God bless you. At last the Salvador is free.,graci acab pandiller ahor si pod camin libr call mexican amig salvadoreñ felicit corazon trabaj esfuerz dios bendig fin salvador libr,0,Gracias por acabar con todos esos pandilleros ahora si podemos caminar libres por la calle yo soy mexicana pero tengo muchos amigos salvadore ñ os lo felicito de coraz ó n por todo su trabajo y esfuerzo Dios lo bendiga al fin el salvador es libre,gracias por acabar con todos esos pandilleros ahora si podemos caminar libres por la calle yo soy mexicana pero tengo muchos amigos salvadore os lo felicito de coraz n por todo su trabajo y esfuerzo dios lo bendiga al fin el salvador es libre
166,Reel,Rdz Maribel,18-04-2024,00:49:43,5,"Gracias Mi Señor Presidente
Por existir y nacer en El Salvador
Lo amo y lo bendigo y pido proteccion para ud y su linda familia.",POS,POS,0.997287393,"Thank you my Lord President
For existing and being born in El Salvador
I love you and bless you and I ask for protection for you and your beautiful family.",graci señor president exist nac salvador amo bendig ped proteccion ud lind famili,0,"Gracias Mi Se ñ or Presidente  
 Por existir y nacer en El Salvador  
 Lo amo y lo bendigo y pido proteccion para ud y su linda familia .",gracias mi se or presidente por existir y nacer en el salvador lo amo y lo bendigo y pido proteccion para ud y su linda familia 
167,Reel,Dortys Antequera Vanegas,18-04-2024,00:57:22,6,soy de Colombia y quiero un NAYIB Bukele Gobernando mi país te abmiro y te quiero mucho Dios te bendiga,POS,POS,0.973742068,I am from Colombia and I want a NAYIB Bukele Governing my country I admire you and I love you very much God bless you,colombi quer nayib bukel gobern pais abmir quer dios bendig,0,soy de Colombia y quiero un NAYIB Bukele Gobernando mi pa í s te abmiro y te quiero mucho Dios te bendiga,soy de colombia y quiero un nayib bukele gobernando mi pa s te abmiro y te quiero mucho dios te bendiga
168,Reel,Daniel Dos Santos,18-04-2024,00:49:14,7,Vamos Nayib Bukele saludos bendiciones desde Argentina,POS,POS,0.614695489,Let's go Nayib Bukele greetings blessings from Argentina,ir nayib bukel salud bendicion argentin,0,Vamos Nayib Bukele saludos bendiciones desde Argentina,vamos nayib bukele saludos bendiciones desde argentina
169,Reel,Jazmíne Paredes,18-04-2024,14:36:36,0,"Dios te siga bendiciendo hombre; siempre le seguiré pidiendo a Dios que Él siempre te guíe, respalde y guarde para que sigas haciendo cosas buenas en este pulgarcito, ya que te envió Él para nacer y fueras de bendición para nosotros ""El Salvador""",POS,POS,0.997864425,"God continue to bless you man; I will always continue to ask God that He always guide, support and keep you so that you continue doing good things in this little thumb, since He sent you to be born and you would be a blessing to us ""El Salvador""",dio segu bendec hombr siempr segu ped dio siempr gui respald guard sig hac cos buen pulgarcit envi nac bendicion salvador,0,"Dios te siga bendiciendo hombre ; siempre le seguir é pidiendo a Dios que É l siempre te gu í e , respalde y guarde para que sigas haciendo cosas buenas en este pulgarcito , ya que te envi ó É l para nacer y fueras de bendici ó n para nosotros "" El Salvador """,dios te siga bendiciendo hombre  siempre le seguir  pidiendo a dios que  l siempre te gu e  respalde y guarde para que sigas haciendo cosas buenas en este pulgarcito  ya que te envi   l para nacer y fueras de bendici n para nosotros  el salvador 
170,Reel,Cilia Lemus,18-04-2024,02:48:27,2,gue dios le proteja  y cuide de su inteligencia I gran ♥️ muchos lo saven adelante con la frente en alto,POS,POS,0.984855473,May God protect you and take care of your intelligence I great ♥️ many will know it forward with their heads held high,gue dios protej cuid inteligent i gran sav adel frent alto,0,gue dios le proteja y cuide de su inteligencia I gran ♥ ️ muchos lo saven adelante con la frente en alto,gue dios le proteja  y cuide de su inteligencia i gran  muchos lo saven adelante con la frente en alto
